,train_acc,train_cost,test_acc,test_cost,step,n_train
0,0.5441166666666667,1.8132542817115425,0.5797999999999999,1.7352377673213102,1,60000
1,0.59055,1.7126121790971076,0.5902000000000001,1.7020169739819953,2,60000
2,0.5972166666666667,1.6918169782218488,0.5935999999999999,1.6880744907961929,3,60000
3,0.6011000000000001,1.6790869107741346,0.5987,1.6788100355207576,4,60000
4,0.6043499999999998,1.670671453360878,0.5978,1.6716714088476432,5,60000
5,0.6068833333333333,1.6656926640303267,0.6,1.6666397884142832,6,60000
6,0.60875,1.6615217193183938,0.6007,1.663791852320908,7,60000
7,0.6095166666666667,1.658295852822388,0.6014,1.6606016919171036,8,60000
8,0.6104833333333332,1.6547336331123068,0.6035,1.656746171720873,9,60000
9,0.6116666666666667,1.6522871423525358,0.6020999999999999,1.6535228654262635,10,60000
10,0.6119166666666668,1.650958296770559,0.6031,1.6535471562926045,11,60000
11,0.6121166666666666,1.6481553714266544,0.6051,1.650655359014883,12,60000
12,0.6135333333333334,1.646268723596371,0.6045,1.6488436061237857,13,60000
13,0.6137333333333335,1.6454525375185207,0.6054,1.6493562664232477,14,60000
14,0.6138833333333331,1.6438462998543975,0.6083999999999999,1.6460437558620118,15,60000
15,0.6142666666666667,1.6412586048292155,0.6104999999999999,1.6441367648012615,16,60000
16,0.6146833333333332,1.6404981349916534,0.6081,1.6427139870256948,17,60000
17,0.6151999999999999,1.6394165125788374,0.6083000000000001,1.6437157178844977,18,60000
18,0.6157333333333332,1.63820184073367,0.6097999999999999,1.6412702321322272,19,60000
19,0.6164666666666666,1.637278836787983,0.6092000000000001,1.6393489730690802,20,60000
20,0.6161833333333332,1.6366488781356423,0.609,1.641788990781473,21,60000
21,0.6165500000000002,1.6349104887868022,0.6107,1.6374395135598718,22,60000
22,0.6164333333333333,1.634025491277832,0.6098999999999999,1.6373169275034698,23,60000
23,0.6166666666666668,1.6334751634146725,0.6108,1.6375455481878523,24,60000
24,0.6168333333333333,1.6327764852686633,0.6113000000000001,1.6368749089187986,25,60000
