epoch,weights,biases
500,"[0.4024956595777866, 0.35669757120118684, -0.047427926538855504, -0.4148245865528122, -0.46322991121304624, 0.4176740731006879, 0.2613100735644169, -0.6252907624083542, 0.23950692703946716, -0.5869348268049163, -0.31721650766398574, 0.5126634102555615, -0.33845383915233124, 0.07429565101802428, 1.0273738282945686, 0.22793122447641026, 0.03457213937330308, 2.1246494134802482e-05, 2.0702618721262317e-06, 0.2887479872160423, 0.06464444155903208, 0.0002939944701489966, 0.3813607064326926, 0.01605269075811557, 0.1468750743426321, 0.016161141734108476, 0.2537968009354291, 0.026838833771565006, 2.0771561726893005e-05, 0.2452629743344756, -1.0612953257544697, 0.7392677454233463, 0.875429323527261, 0.15755497574813862, 0.2496086349274298, 0.10163505833404608, -0.13206832453424844, 0.47962955712318345, 1.063568543400528, 0.20261263385246028, 0.5160003776874642, -0.6536371732713754, -0.08071974620259667, -0.028557718654771545, 0.7126388418934132, 0.08375822537987013, 0.618439315116694, 0.04320158706824767, 0.5480071482293697, 0.08508981883796131, 0.11840621731627406, 0.07184860983534651, 0.07196134912536911, 0.2804991859472629, 0.06390526333389711, 0.052664029515323306, 0.023000310313920785, 0.2546051392351983, 0.528810297481093, 0.14151060338185323, -0.11701572503962225, 0.06839277457192282, -0.1740829796769819, 0.6300716388800003, 0.1843133697755291, 0.514473431780097, 0.3342943044990998, 0.20984010445957368, -0.22756733016119118, -0.11117761368286437, 0.25521498714814356, -0.31815642914778114, -0.5881437430739214, 0.4087429550169825, -0.2579793430479189, 0.10866177451777942, 0.17642499605352088, 0.04743448609299229, 0.39245396110874664, 0.7028862160934176, 0.0021622525371080216, 0.635183496137327, 0.009362869228487487, 0.018813744305370035, 0.13516531803827392, 0.07092840655314693, 0.018121160821145677, 0.5422648447785774, 0.0423897177841463, 0.1559826918890291, 0.6937799081637313, -0.439665488601978, 0.04119184318198315, -0.02531522059746042, 0.4449003926556941, -0.07550014379065392, 0.26976085346206996, 0.8371166140482752, -0.32330745512783127, 0.7347689155509248, -0.2139223500511535, 0.5869318169632102, -0.042490378313022055, -0.7113972812925358, 0.1111213875263091, 0.0911428391883436, 0.10386199232425034, 0.012370815032232552, 0.4248684940659266, 0.049669637831924754, 0.02065972946729046, 0.3499186609636122, 0.15434626529477932, 0.30514145425858924, 0.01011725117455887, 0.006578660120340761, 0.022691031293949816, 0.16623181179732255, 0.14117893562375955, 0.3491989531707443, 0.9286866611823167, 0.03159647019989077, 0.3782704912869325, 0.5105039416832917, -0.2927597957547273, 0.8427769819282626, -1.2598236937603635, -0.7508547216710613, -0.042190376119551766, -0.842142404343802, 1.0061094880514292, 0.22393396480739589, 0.15372430858563346, 0.4903965727990752, -0.0411548125292715, 0.0140427154245557, 0.2853522767524976, 0.01591581117046793, 0.09025192734888524, 0.4644105451536218, 0.34916249280698086, 0.037321868114838265, 0.0400909968916987, 0.011804604371260184, 0.19505890583732488, 0.058609706990894246, 0.5511569274145423, 0.19155518776129532, 0.09092227233384594, 0.34615738991085815, 0.05531303799190782, 0.7912565195078076, -0.18995146689928064, 0.31203558440017193, 0.4753375925960168, 0.43567420711232435, 0.6998649724276559, 1.1023553388318452, 0.637357398016414, -0.03940088289992338, -0.6792956548263777, -0.3956526864768449, 0.17584813627578033, -0.35035492653681716, 0.7630011114752117, 0.4819393538191475, 0.42408188682350817, 0.0001651109029767573, 0.06892853764710664, 0.00011014376537027784, 0.1141657133162933, 0.3433978537332, 0.2569533051516866, 0.037589031055359365, 0.04663759269115434, 0.003959470247572978, 0.5932045110873994, 0.009188941238015837, 0.013867673132303407, 0.06071426241118128, -0.4765219310808129, -0.1940851164499179, 0.38053805070318103, 0.07416152237034443, 0.11150092023888669, -0.14872661300245177, 0.9473528079879854, -0.363803314577902, -0.4157441523491482, -0.3847475089457384, 0.03593042150245811, 0.1576304481266132, -0.16164663013805144, 0.10715126140657491, -0.6686942454636672, 0.5603945575656543, 0.0007612744757899149, 0.0366786510046868, 0.011429659596267409, 0.2704188448007863, 0.0019332423213151016, 0.1500384543845622, 0.4700190189938632, 0.1575273179286006, 7.944533294087575e-05, 0.008438031909072595, 0.10243348525109358, 0.22095389448171504, 0.29021325244882434, 0.059558333341950286, 0.7001504957416651, 0.5034729005249593, 0.16121161332528078, 0.48527655648629, 0.4867286928547862, 0.2555422864967563, -1.340083431710966, -0.5771817113078646, 0.6048398285499674, 0.33404170978218023, -0.0698075016444943, 0.07591812696433582, 0.018215064416641936, 0.244991422897674, -0.21013616814789515, 0.1692930707833549, 0.1204414617019942, 0.18510934593785328, 0.07060133097741468, 0.46101788312367703, 0.42227615252955136, 0.3604446154648501, 0.05841396310142595, 0.08609554159302993, 0.18489586929038143, 0.009262468929906396, 0.026990666820166126, 0.28562131392265466, 0.07830458918993773, 0.02529588867907654, -0.2211054698547314, -0.05808679628540344, 0.19038533041036768, 0.43973415645401176, 0.7570700730669262, -0.40432493903309347, 0.6096905184074742, 0.16833518238507944, 0.8661287968013646, -0.00022181849219203402, 0.41092741512448416, -0.271820607311407, 0.1365300107936077, -0.618483402868798, -0.01112288896394333, 0.27916756976870327, 0.0038355593012601003, 0.04379066687075112, 0.1184869929620748, 0.4708960696315089, 0.04691705119244892, 0.561279536240588, 0.048667914190057525, 0.0006874569664826331, 0.04989626796421357, 0.46186605036475004, 0.054136412046453114, 0.01425085000034092, 0.01047959355898901, 0.001384432741828763, -0.04671035391648208, 1.2009021505358282, -0.21239069457367765, 0.1770401384440121, -0.18865500315132389, 0.56975515355486, 0.013544412570496784, 0.0940260461800514, -0.330156832940779, -0.3762022936332984, -0.5966180526262901, 0.49736612269941494, 0.21985717932303692, 1.37768962349233, 0.37398997537805245, 0.4283164533657521, 0.00014976461856130906, 0.06916866660573237, 0.24701372855977724, 0.06133176820185369, 0.0743896713517044, 0.14609129142299873, 0.058980760433280266, 0.0363025869044663, 0.04706715966814657, 0.030635928483644596, 0.001316901720488478, 0.07841877507361322, 0.03769657515089117, 0.37703775380929627, -0.01082465166702276, -0.011328791932401407, -0.4376444980243303, 0.10636841650840562, 0.7217055160034052, 0.15249109441358244, -0.33474910760502424, 0.3904263250763336, 0.1746433940544376, -0.40645021809186943, -0.273348937150392, -0.3420142771555845, 0.8043266327337022, -0.03711829424152171, 0.2157843913925653, 0.0028554452469881563, 0.3599732891318211, 0.3860087925888383, 0.0020876958295452724, 0.0006305031466412737, 0.140170301335389, 0.0015057646842238448, 0.04420846554268425, 3.8035955460570193e-06, 0.06240917292269414, 0.17731460584601125, 0.0025366983147194168, 0.32172674704257254, 0.02206156653488515, 0.057972692036407696, 0.0845615277467557, -0.40703988243824746, -0.1792476641604801, -0.22981831280955, 1.2633962833462258, -0.1837627082899424, 0.07666668413653153, 0.012585739216720722, -0.23700707597184534, 0.37735370456793205, 0.4630910967898308, 0.8813435117265513, 0.5427954716703005, 0.34298720353395884, 0.1735876329590756, 0.1334085444649084, 0.7178786644850563, 0.05928004169640255, 0.08935105297624747, 0.018542159348761966, 0.24201170734874652, 0.6425468802014762, 0.004379833198224839, 0.18640135545555891, 0.0220130673947962, 0.0063310385243440575, 0.11520786757478377, 0.0012593754181793996, 0.00029770033951171103, 0.3899537941225754, 0.09738140819149818, -0.24653892535026822, -0.16948994250443766, -0.9431552628826507, 0.2513040948733347, 0.3171786483124315, 0.4393515766559893, -0.2795905697922345, 0.3605862870198189, 0.532120239964583, -0.24378447361254652, -0.03293042834633772, 0.21827588153983737, 0.1182066651565933, 0.5912834858746728, 0.07674166530369979, 0.07214072885636534, 0.05517574527491154, 0.07929689707031459, 0.1887613490325904, 0.002270270677479475, 0.16922504385513978, 0.04126055935308127, 0.055773523097064, 0.1133275411209696, 0.04033218070304435, 0.002685331331068122, 0.6540709925467251, 0.7581390921916604, 0.3248162880543218, -0.21475092909462812, -0.11892509022164846, 0.39599399947128827, -0.2967371250704341, 0.8450418273898638, -0.35991800794598333, 0.6452785249009907, 0.7966145520661277, 0.5533722965480105, -0.9195722968880058, 0.1715572782164307, 0.3780762283969616, -0.17058888923291668, 0.2635165449885003, 0.31332012894060074, 0.04153193715347463, 0.2726728562531267, 0.06339337013213292, 0.5326863394792488, 0.0917168270033181, 0.01524186945422366, 0.010628072308388224, 0.38682784485272625, 0.10871020304228199, 0.41878565375098387, 0.041546113857744454, 0.13676747406853637, 0.25838082908256377, 0.5498808800102901, 0.032067814873368655, -0.29653679262596644, 0.3394714879775424, -0.014482016833676625, -0.19487441334196645, 0.5769180870316724, 0.0035751533248273484, 0.6936397060549119, -0.5477164232973095, 0.3912432709916118, 0.01099449498291665, 0.3453487733516922, 0.47678201376423185, -0.32533381396391364, 1.0686667452572234, -0.5621934770723288, 0.08462592610349412, 0.04207846087925949, 0.509559222514769, 0.24900873624299494, 0.20826645780123262, 0.3918210640527003, 0.009806054533476076, 0.03681434781781812, 0.1032661934157009, 0.13362457778676057, 0.07487492858651837, 0.02720913632515174, 0.0996575325588019, 0.03842926047268657, 0.02509604311184475]","[-0.908223608394082, 0.6997774603206088, 1.4160946426524554, 0.8570842029801268, -0.8398426870175019, 1.1752946242243048, -0.46666129385351374, -1.1782943838403015, 0.8553560358272335, 0.6083135343900039, 0.5560531264048488, -0.8753297368273186, 0.5971489917128641, 1.1951558098532897, 0.4802902512031755]"
500,"[0.7764372966835994, -0.23759205214691773, 0.3884809763957024, -0.46323225466147616, 0.5951304159537137, 0.6661672671166087, -0.36327134504272085, -0.24485773265252275, 0.34304037710106605, -0.4971825957751724, 0.022340250885898874, 0.43794980908578346, 0.5245495280813083, 0.8380147914820213, -0.09029250575749338, 0.22793122447641026, 0.03457213937330308, 2.1246494134802482e-05, 2.0702618721262317e-06, 0.2887479872160423, 0.06464444155903208, 0.0002939944701489966, 0.3813607064326926, 0.01605269075811557, 0.1468750743426321, 0.016161141734108476, 0.2537968009354291, 0.026838833771565006, 2.0771561726893005e-05, 0.2452629743344756, -0.9667035276068062, 0.16091380033285008, 0.7631585393206295, 0.42980309542301004, 0.2954875213633713, -0.6797787065210423, -0.28836998063023145, 0.125157539914734, 1.410588005093425, -0.18771814157243716, -0.023525979942021262, -0.6740162280814216, -0.20502554161136258, -0.34538810786510554, 0.38870554955074543, 0.08375822537987013, 0.618439315116694, 0.04320158706824767, 0.5480071482293697, 0.08508981883796131, 0.11840621731627406, 0.07184860983534651, 0.07196134912536911, 0.2804991859472629, 0.06390526333389711, 0.052664029515323306, 0.023000310313920785, 0.2546051392351983, 0.528810297481093, 0.14151060338185323, 0.3313624847693168, 0.35730467868580246, 0.07975471766264614, 0.1508120206170907, 0.36669559488818126, -0.12051110010152644, -0.08382953754143596, 0.075669425580997, -0.23838256785101594, 0.7248879867110766, 0.2517152979519688, 0.2561100940596752, 0.32976373634361783, -0.21095375708173308, 0.03309335851864165, 0.10866177451777942, 0.17642499605352088, 0.04743448609299229, 0.39245396110874664, 0.7028862160934176, 0.0021622525371080216, 0.635183496137327, 0.009362869228487487, 0.018813744305370035, 0.13516531803827392, 0.07092840655314693, 0.018121160821145677, 0.5422648447785774, 0.0423897177841463, 0.1559826918890291, 0.6026906057096862, 0.9854247168862253, 0.43728766670363567, 0.3754046887606987, 0.8229249731126362, 0.20866735440781753, -0.22289037439968845, 0.18572191421619427, -0.09351150036721152, -0.12805985003902798, 0.3667615684462289, -0.10724095069406732, 0.472717747893873, -0.4984956837639575, -0.3813537270702594, 0.0911428391883436, 0.10386199232425034, 0.012370815032232552, 0.4248684940659266, 0.049669637831924754, 0.02065972946729046, 0.3499186609636122, 0.15434626529477932, 0.30514145425858924, 0.01011725117455887, 0.006578660120340761, 0.022691031293949816, 0.16623181179732255, 0.14117893562375955, 0.3491989531707443, 0.6817569644126117, 0.33108385019563175, 0.9782691838519786, -0.10553329577646241, 0.6814914533451945, 0.40505791110223377, -0.2914882806312814, -0.22369256936821688, -0.06970428037992756, 0.4400885391922878, 1.1362811664274919, 0.48920428764723484, -0.6451874704651787, -0.028287254430787487, 0.39790699104040994, 0.0140427154245557, 0.2853522767524976, 0.01591581117046793, 0.09025192734888524, 0.4644105451536218, 0.34916249280698086, 0.037321868114838265, 0.0400909968916987, 0.011804604371260184, 0.19505890583732488, 0.058609706990894246, 0.5511569274145423, 0.19155518776129532, 0.09092227233384594, 0.34615738991085815, -0.08280516038949581, 0.17974245372862588, -0.31881672845524456, 0.0490399782158701, 0.17625339158065187, -0.025548545893112767, -0.09198130384456546, 0.2276739346597588, 0.5215879975342949, -0.1432764210883449, 0.22411713474435094, 0.056848945996113336, -0.519807445544576, -0.3122103123506914, 0.7274972575011424, 0.4819393538191475, 0.42408188682350817, 0.0001651109029767573, 0.06892853764710664, 0.00011014376537027784, 0.1141657133162933, 0.3433978537332, 0.2569533051516866, 0.037589031055359365, 0.04663759269115434, 0.003959470247572978, 0.5932045110873994, 0.009188941238015837, 0.013867673132303407, 0.06071426241118128, -0.5628428741372296, 0.2496611662370992, -0.0013895098635445984, 0.06879218084406535, -0.3609404203482863, 0.7193997836906929, 0.9941291401909879, 0.641517512480384, 0.4331326579560878, -0.21491078527394952, -0.19035115873824282, 0.45466082791069345, -0.37635518849667804, 0.6264491866539558, 0.08434743459464747, 0.5603945575656543, 0.0007612744757899149, 0.0366786510046868, 0.011429659596267409, 0.2704188448007863, 0.0019332423213151016, 0.1500384543845622, 0.4700190189938632, 0.1575273179286006, 7.944533294087575e-05, 0.008438031909072595, 0.10243348525109358, 0.22095389448171504, 0.29021325244882434, 0.059558333341950286, 1.1317646053156705, 0.8067161643407341, -0.5493558254499987, -0.23635568421035075, 0.5881231826325338, -0.15202407704447252, -0.6863989436640061, 0.5623103430193197, -0.7007178992960464, -0.02917774806302239, -0.012217992357884967, 0.27635652316427994, -0.010150692803179904, 1.03927847280859, -0.1119960080479899, 0.1692930707833549, 0.1204414617019942, 0.18510934593785328, 0.07060133097741468, 0.46101788312367703, 0.42227615252955136, 0.3604446154648501, 0.05841396310142595, 0.08609554159302993, 0.18489586929038143, 0.009262468929906396, 0.026990666820166126, 0.28562131392265466, 0.07830458918993773, 0.02529588867907654, -0.41988741035234195, 0.3423464549158579, -0.2892494929688962, 0.371563086371257, 0.460525292694642, 0.4945181507437742, 0.41582142194050226, -0.4725838324042734, 0.6109195777522777, -0.871222066114416, 0.49108654343681446, -1.2509730720408725, -0.39676763820411376, 0.08225970882833811, -0.6286201614553465, 0.27916756976870327, 0.0038355593012601003, 0.04379066687075112, 0.1184869929620748, 0.4708960696315089, 0.04691705119244892, 0.561279536240588, 0.048667914190057525, 0.0006874569664826331, 0.04989626796421357, 0.46186605036475004, 0.054136412046453114, 0.01425085000034092, 0.01047959355898901, 0.001384432741828763, -0.3294558188266921, -0.34548189396839685, 0.5125660006991977, 0.5735854534778266, -0.12925500809132118, -0.1475759787679276, -0.15188021573645655, 0.24687405183307778, 0.14930405909700584, -0.051423739205273974, -0.17951708708197062, 1.0599834909297021, 0.433360536181717, 0.3667585124834017, -0.3213828184979129, 0.4283164533657521, 0.00014976461856130906, 0.06916866660573237, 0.24701372855977724, 0.06133176820185369, 0.0743896713517044, 0.14609129142299873, 0.058980760433280266, 0.0363025869044663, 0.04706715966814657, 0.030635928483644596, 0.001316901720488478, 0.07841877507361322, 0.03769657515089117, 0.37703775380929627, -0.03040053812025286, 0.7253813590601084, -0.45832541812610267, 0.9293691147814636, -0.017499216313758642, 0.3140482740871153, -0.7309676653233712, -0.09745998103193186, 0.05705171145886761, 0.18098074262201955, -0.0398544070754054, -0.5257809412112159, 0.5814199308670479, 0.6945553051775486, -0.136540644684976, 0.0028554452469881563, 0.3599732891318211, 0.3860087925888383, 0.0020876958295452724, 0.0006305031466412737, 0.140170301335389, 0.0015057646842238448, 0.04420846554268425, 3.8035955460570193e-06, 0.06240917292269414, 0.17731460584601125, 0.0025366983147194168, 0.32172674704257254, 0.02206156653488515, 0.057972692036407696, 0.2598229078479805, 0.3620433562387419, 0.03438668473819199, 0.3704857987520623, 0.6320980711182923, 0.5175580718576818, 0.06268990213245844, 0.20080712727162375, -0.021660015555978043, -0.3010040112665803, -0.09082123553651927, -0.08382202066244998, 1.0770644278092543, 0.8428561279373552, 0.2581547797366478, 0.1334085444649084, 0.7178786644850563, 0.05928004169640255, 0.08935105297624747, 0.018542159348761966, 0.24201170734874652, 0.6425468802014762, 0.004379833198224839, 0.18640135545555891, 0.0220130673947962, 0.0063310385243440575, 0.11520786757478377, 0.0012593754181793996, 0.00029770033951171103, 0.3899537941225754, 0.8357226589436353, -0.47719717184697813, 0.7333143785458032, 0.21073707599942856, -0.05250378965651577, 0.3029412059148602, 0.15259963970138277, -0.5212278098471564, 0.6313168395233598, 0.03155072022531554, -0.321017092821324, -0.011352037186878097, 0.03281477069964134, 0.2698236082176644, 0.6993047030609079, 0.07674166530369979, 0.07214072885636534, 0.05517574527491154, 0.07929689707031459, 0.1887613490325904, 0.002270270677479475, 0.16922504385513978, 0.04126055935308127, 0.055773523097064, 0.1133275411209696, 0.04033218070304435, 0.002685331331068122, 0.6540709925467251, 0.7581390921916604, 0.3248162880543218, 0.2784431798462413, 0.09860721787982556, 0.17031302848477844, 0.35594920019783194, 0.8145160101334595, -0.8930588103968026, 0.6059664064606484, -0.35627613535417896, 0.18312737276560584, -0.38093056256889085, 0.30297389026974436, 0.04075457596991874, 0.08280055213288041, 0.22343033779356025, 0.46662730133185465, 0.04153193715347463, 0.2726728562531267, 0.06339337013213292, 0.5326863394792488, 0.0917168270033181, 0.01524186945422366, 0.010628072308388224, 0.38682784485272625, 0.10871020304228199, 0.41878565375098387, 0.041546113857744454, 0.13676747406853637, 0.25838082908256377, 0.5498808800102901, 0.032067814873368655, 0.33963250720847094, 0.5017420075747213, -0.37092792077497105, -0.5201316449602583, 0.5707704774198183, 0.5581175179435215, 1.0551480458016833, 0.12332437705884679, -0.10665319206646758, -0.11952358807505127, 0.13226115225299456, 0.14321342916873844, -0.043864264613042554, 0.5892120244856767, -0.4711005645114703, 0.08462592610349412, 0.04207846087925949, 0.509559222514769, 0.24900873624299494, 0.20826645780123262, 0.3918210640527003, 0.009806054533476076, 0.03681434781781812, 0.1032661934157009, 0.13362457778676057, 0.07487492858651837, 0.02720913632515174, 0.0996575325588019, 0.03842926047268657, 0.02509604311184475]","[-1.1554889524631988, 1.0281748578671175, -1.0328930419818563, 0.16416492271264, -1.54133645129895, 0.6464744187680219, 0.7063336084879666, -1.449608649958833, -0.41516674639248896, 0.8658562716647582, -0.0806603002544544, 0.8345646580553258, 0.9217729608346565, 1.3052934079780483, 0.15154356254107357]"
