train_acc,train_cost,val_acc,val_cost,test_acc,test_cost,step,n_train
0.12307692307692308,2.0824370408697663,0.11538461538461539,2.0928278993167124,0.9560439560439561,1.5366118035748395,1,1040
0.12980769230769232,2.0866674075872083,0.14615384615384616,2.0770698085180244,0.9560439560439561,1.5366118035748395,2,1040
0.11442307692307692,2.0838470424421445,0.12307692307692308,2.077674629266656,0.9560439560439561,1.5366118035748395,3,1040
0.06442307692307692,2.08091498383656,0.06153846153846154,2.0984994076278807,0.9560439560439561,1.5366118035748395,4,1040
0.2653846153846154,2.0939349488750536,0.25384615384615383,2.062806235373797,0.9560439560439561,1.5366118035748395,5,1040
0.14038461538461539,2.0588665894919536,0.13076923076923078,2.0602012183501768,0.9560439560439561,1.5366118035748395,6,1040
0.21634615384615385,2.060747787431803,0.2076923076923077,2.0376365315836438,0.9560439560439561,1.5366118035748395,7,1040
0.3153846153846154,2.0347761227869,0.36923076923076925,1.9969171430206198,0.9560439560439561,1.5366118035748395,8,1040
0.16346153846153846,2.0161807730092525,0.16923076923076924,2.008352011703908,0.9560439560439561,1.5366118035748395,9,1040
0.27403846153846156,2.019029869876479,0.2923076923076923,2.0243293652982675,0.9560439560439561,1.5366118035748395,10,1040
0.4076923076923077,2.015707444230246,0.4076923076923077,1.969701300049032,0.9560439560439561,1.5366118035748395,11,1040
0.44903846153846155,1.959347360588963,0.4153846153846154,1.9530159833013216,0.9560439560439561,1.5366118035748395,12,1040
0.5855769230769231,1.94995444259023,0.5230769230769231,1.911792245599248,0.9560439560439561,1.5366118035748395,13,1040
0.5980769230769231,1.8985469697867945,0.5538461538461539,1.885061730394603,0.9560439560439561,1.5366118035748395,14,1040
0.6817307692307693,1.8777958334407963,0.6384615384615384,1.872706676995568,0.9560439560439561,1.5366118035748395,15,1040
0.575,1.8622996779668493,0.5846153846153846,1.849913983557852,0.9560439560439561,1.5366118035748395,16,1040
0.6134615384615385,1.835106603369422,0.6230769230769231,1.8382547116600712,0.9560439560439561,1.5366118035748395,17,1040
0.6413461538461539,1.8234194842277849,0.6384615384615384,1.8220467886156744,0.9560439560439561,1.5366118035748395,18,1040
0.7423076923076923,1.8072057187350996,0.7230769230769231,1.7931016323441948,0.9560439560439561,1.5366118035748395,19,1040
0.7923076923076923,1.7783033021383952,0.7461538461538462,1.779662634849282,0.9560439560439561,1.5366118035748395,20,1040
0.7913461538461538,1.7635816520680918,0.7846153846153846,1.756906044409404,0.9560439560439561,1.5366118035748395,21,1040
0.8096153846153846,1.7450560877222119,0.8076923076923077,1.7534127200543972,0.9560439560439561,1.5366118035748395,22,1040
0.8394230769230769,1.7470618964076248,0.823076923076923,1.7464997620136002,0.9560439560439561,1.5366118035748395,23,1040
0.8413461538461539,1.7310738973853992,0.8461538461538461,1.7353770500324053,0.9560439560439561,1.5366118035748395,24,1040
0.8461538461538461,1.7165419226477954,0.8615384615384616,1.7256015596201868,0.9560439560439561,1.5366118035748395,25,1040
0.8355769230769231,1.7109851124712896,0.8461538461538461,1.7229954706835278,0.9560439560439561,1.5366118035748395,26,1040
0.8471153846153846,1.7028894321687202,0.8538461538461538,1.7170865813166922,0.9560439560439561,1.5366118035748395,27,1040
0.8730769230769231,1.6937540606269785,0.823076923076923,1.7053343020365197,0.9560439560439561,1.5366118035748395,28,1040
0.8846153846153846,1.6820458225948733,0.8769230769230769,1.7024343111684923,0.9560439560439561,1.5366118035748395,29,1040
