train_acc,train_cost,val_acc,val_cost
0.1548076923076923,2.0873987109895027,0.123076923076923,2.0698092093050207
0.1221153846153846,2.061963417959916,0.1307692307692307,2.086035350314841
0.1519230769230769,2.0810834663426023,0.1461538461538461,2.0612145350244715
0.4086538461538461,2.053244152525174,0.4307692307692308,1.9824314967733463
0.4134615384615384,1.9739535808297644,0.3230769230769231,1.9723963478198567
0.5192307692307693,1.9520093417106923,0.4846153846153846,1.934952275144954
0.5817307692307693,1.9256608867421972,0.5769230769230769,1.894321452423584
0.5817307692307693,1.8926183992390395,0.6230769230769231,1.8876140113191409
0.6615384615384615,1.890803810732516,0.6846153846153846,1.8605731625103992
0.6990384615384615,1.8597952105258757,0.6538461538461539,1.839642532818048
0.6721153846153847,1.8308655149726705,0.6153846153846154,1.8513211983592996
0.7086538461538462,1.8320734760286408,0.6461538461538462,1.8361339062840096
0.7692307692307693,1.8188031129602844,0.7230769230769231,1.78876198060547
0.7798076923076923,1.7800522122866702,0.7692307692307693,1.77932217622279
0.7884615384615384,1.7694117548801434,0.7923076923076923,1.7766856135388718
0.8144230769230769,1.7610563551491023,0.8384615384615385,1.767178510863061
0.8375,1.749040152104676,0.8692307692307693,1.7482516009890867
0.8432692307692308,1.728632390267971,0.8461538461538461,1.7476169678013644
0.8432692307692308,1.7284978836015137,0.8384615384615385,1.7363823985105495
0.8298076923076924,1.718633714363558,0.8307692307692308,1.7341186338965917
0.8375,1.7177203852785197,0.8692307692307693,1.7326815174762584
0.8423076923076923,1.7147547176460416,0.8076923076923077,1.7311903856190212
0.8490384615384615,1.710286521068154,0.8307692307692308,1.7316442790703146
0.8528846153846154,1.7071313372351864,0.8384615384615385,1.7263444753240926
0.85,1.7027574435540245,0.8615384615384616,1.721333196903884
0.8509615384615384,1.6984424538129343,0.8615384615384616,1.7182472260795312
0.8586538461538461,1.694562745181173,0.8615384615384616,1.7107232491898694
0.8701923076923077,1.6899990366142883,0.8769230769230769,1.7041327973197664
0.8653846153846154,1.6851322780944964,0.8769230769230769,1.6997191412679993
