Alpha,Cost,Accuracy
0.0,1.5717798302210335,95.97069597069596
0.1,1.5717152566679444,96.33699633699634
0.2,1.5717287612976742,96.33699633699634
0.3,1.5718203273399756,96.7032967032967
0.4,1.5719899332119938,96.7032967032967
0.5,1.572237552651213,97.43589743589745
0.6,1.5725631548024637,97.8021978021978
0.7,1.5729667042577642,97.43589743589745
0.7999999999999999,1.573448161048369,97.06959706959708
0.8999999999999999,1.574007480589056,97.06959706959708
1.0,1.5746446135753394,96.33699633699634
