train_acc,train_cost,val_acc,val_cost,test_acc,test_cost,step,n_train
0.1548076923076923,2.0873987109895027,0.12307692307692308,2.0698092093050207,0.9560439560439561,1.5559949075800057,1,1040
0.12211538461538461,2.061963417959916,0.13076923076923078,2.0860353503148414,0.9560439560439561,1.5559949075800057,2,1040
0.1519230769230769,2.0810834663426023,0.14615384615384616,2.0612145350244715,0.9560439560439561,1.5559949075800057,3,1040
0.40865384615384615,2.053244152525174,0.4307692307692308,1.9824314967733463,0.9560439560439561,1.5559949075800057,4,1040
0.41346153846153844,1.9739535808297644,0.3230769230769231,1.9723963478198572,0.9560439560439561,1.5559949075800057,5,1040
0.5192307692307693,1.9520093417106925,0.4846153846153846,1.934952275144954,0.9560439560439561,1.5559949075800057,6,1040
0.5817307692307693,1.9256608867421974,0.5769230769230769,1.894321452423584,0.9560439560439561,1.5559949075800057,7,1040
0.5817307692307693,1.8926183992390395,0.6230769230769231,1.8876140113191409,0.9560439560439561,1.5559949075800057,8,1040
0.6615384615384615,1.8908038107325162,0.6846153846153846,1.8605731625103992,0.9560439560439561,1.5559949075800057,9,1040
0.6990384615384615,1.8597952105258755,0.6538461538461539,1.8396425328180477,0.9560439560439561,1.5559949075800057,10,1040
0.6721153846153847,1.8308655149726702,0.6153846153846154,1.8513211983592994,0.9560439560439561,1.5559949075800057,11,1040
0.7086538461538462,1.8320734760286406,0.6461538461538462,1.8361339062840099,0.9560439560439561,1.5559949075800057,12,1040
0.7692307692307693,1.8188031129602844,0.7230769230769231,1.78876198060547,0.9560439560439561,1.5559949075800057,13,1040
0.7798076923076923,1.7800522122866702,0.7692307692307693,1.77932217622279,0.9560439560439561,1.5559949075800057,14,1040
0.7884615384615384,1.7694117548801434,0.7923076923076923,1.7766856135388718,0.9560439560439561,1.5559949075800057,15,1040
0.8144230769230769,1.7610563551491025,0.8384615384615385,1.767178510863061,0.9560439560439561,1.5559949075800057,16,1040
0.8375,1.749040152104676,0.8692307692307693,1.7482516009890867,0.9560439560439561,1.5559949075800057,17,1040
0.8432692307692308,1.728632390267971,0.8461538461538461,1.7476169678013644,0.9560439560439561,1.5559949075800057,18,1040
0.8432692307692308,1.7284978836015137,0.8384615384615385,1.7363823985105495,0.9560439560439561,1.5559949075800057,19,1040
0.8298076923076924,1.718633714363558,0.8307692307692308,1.7341186338965915,0.9560439560439561,1.5559949075800057,20,1040
0.8375,1.7177203852785197,0.8692307692307693,1.7326815174762584,0.9560439560439561,1.5559949075800057,21,1040
0.8423076923076923,1.7147547176460416,0.8076923076923077,1.7311903856190212,0.9560439560439561,1.5559949075800057,22,1040
0.8490384615384615,1.710286521068154,0.8307692307692308,1.7316442790703146,0.9560439560439561,1.5559949075800057,23,1040
0.8528846153846154,1.7071313372351864,0.8384615384615385,1.7263444753240926,0.9560439560439561,1.5559949075800057,24,1040
0.85,1.7027574435540243,0.8615384615384616,1.7213331969038839,0.9560439560439561,1.5559949075800057,25,1040
0.8509615384615384,1.6984424538129343,0.8615384615384616,1.7182472260795312,0.9560439560439561,1.5559949075800057,26,1040
0.8586538461538461,1.694562745181173,0.8615384615384616,1.7107232491898694,0.9560439560439561,1.5559949075800057,27,1040
0.8701923076923077,1.6899990366142885,0.8769230769230769,1.7041327973197664,0.9560439560439561,1.5559949075800057,28,1040
0.8653846153846154,1.6851322780944964,0.8769230769230769,1.6997191412679993,0.9560439560439561,1.5559949075800057,29,1040
0.8769230769230769,1.6827255433025043,0.8769230769230769,1.6965780103418913,0.9560439560439561,1.5559949075800057,30,1040
0.864423076923077,1.6782445905713188,0.8538461538461538,1.693002735341388,0.9560439560439561,1.5559949075800057,31,1040
0.8663461538461539,1.6780684263682626,0.9,1.6994152121288857,0.9560439560439561,1.5559949075800057,32,1040
0.8576923076923076,1.6828982558820564,0.8538461538461538,1.6992764887984595,0.9560439560439561,1.5559949075800057,33,1040
0.8711538461538462,1.691239793824465,0.8692307692307693,1.701429069467083,0.9560439560439561,1.5559949075800057,34,1040
0.8817307692307692,1.6878051294740264,0.9076923076923077,1.6801785643711469,0.9560439560439561,1.5559949075800057,35,1040
0.8903846153846153,1.6646644474355046,0.9076923076923077,1.681929854389115,0.9560439560439561,1.5559949075800057,36,1040
0.8807692307692307,1.6649427224830902,0.8923076923076924,1.6918310474970624,0.9560439560439561,1.5559949075800057,37,1040
0.8807692307692307,1.6757880043557687,0.8846153846153846,1.6784076642227779,0.9560439560439561,1.5559949075800057,38,1040
0.8913461538461539,1.6662001618621247,0.9076923076923077,1.6670679458045619,0.9560439560439561,1.5559949075800057,39,1040
0.8923076923076924,1.6533603254106197,0.8923076923076924,1.6738587962031668,0.9560439560439561,1.5559949075800057,40,1040
0.8807692307692307,1.6570131364985645,0.8769230769230769,1.6749912258440003,0.9560439560439561,1.5559949075800057,41,1040
0.9048076923076923,1.6610867873149529,0.9153846153846154,1.6634527798286756,0.9560439560439561,1.5559949075800057,42,1040
0.9067307692307692,1.6490944264602145,0.9,1.6596869795196583,0.9560439560439561,1.5559949075800057,43,1040
0.8923076923076924,1.6445456226735256,0.8846153846153846,1.6643130581187968,0.9560439560439561,1.5559949075800057,44,1040
0.9038461538461539,1.6497083362820562,0.9,1.6629256297025945,0.9560439560439561,1.5559949075800057,45,1040
0.9028846153846154,1.6456981711027976,0.8923076923076924,1.6536605373636266,0.9560439560439561,1.5559949075800057,46,1040
0.8932692307692308,1.6375409811059853,0.8923076923076924,1.6547323466452615,0.9560439560439561,1.5559949075800057,47,1040
0.9048076923076923,1.6397577616661334,0.9076923076923077,1.6552401926117437,0.9560439560439561,1.5559949075800057,48,1040
0.8980769230769231,1.6398717342501414,0.8769230769230769,1.6485254343836997,0.9560439560439561,1.5559949075800057,49,1040
0.8990384615384616,1.6332347108903873,0.8769230769230769,1.6462093411300054,0.9560439560439561,1.5559949075800057,50,1040
0.9076923076923077,1.6298479522603648,0.9,1.6487486543800218,0.9560439560439561,1.5559949075800057,51,1040
0.8980769230769231,1.6299933727875873,0.8769230769230769,1.6490933532255336,0.9560439560439561,1.5559949075800057,52,1040
0.9019230769230769,1.6294769795582014,0.9,1.6428196569582532,0.9560439560439561,1.5559949075800057,53,1040
0.9086538461538461,1.625792922368928,0.8846153846153846,1.641444858717333,0.9560439560439561,1.5559949075800057,54,1040
0.9086538461538461,1.621743087194028,0.8923076923076924,1.643348259024436,0.9560439560439561,1.5559949075800057,55,1040
0.9048076923076923,1.6218702588774354,0.9,1.6401860457525352,0.9560439560439561,1.5559949075800057,56,1040
0.9067307692307692,1.621755740297488,0.8923076923076924,1.641926938061955,0.9560439560439561,1.5559949075800057,57,1040
0.9076923076923077,1.6207756451626665,0.9153846153846154,1.6384188513649656,0.9560439560439561,1.5559949075800057,58,1040
0.9134615384615384,1.6180550320556555,0.9,1.6360227341615843,0.9560439560439561,1.5559949075800057,59,1040
0.9086538461538461,1.6149774715136265,0.9,1.6327243143241936,0.9560439560439561,1.5559949075800057,60,1040
0.9105769230769231,1.6133869173430142,0.8923076923076924,1.632958991095201,0.9560439560439561,1.5559949075800057,61,1040
0.9096153846153846,1.613257316907493,0.9,1.6364795142768254,0.9560439560439561,1.5559949075800057,62,1040
0.9076923076923077,1.6138506990930324,0.9076923076923077,1.6326318827426511,0.9560439560439561,1.5559949075800057,63,1040
0.9134615384615384,1.6135696424278132,0.8923076923076924,1.6349838044221325,0.9560439560439561,1.5559949075800057,64,1040
0.9144230769230769,1.613340603142054,0.9153846153846154,1.6322192909940083,0.9560439560439561,1.5559949075800057,65,1040
0.9096153846153846,1.6124925800763714,0.8923076923076924,1.6348117759703786,0.9560439560439561,1.5559949075800057,66,1040
0.9163461538461538,1.6117340015909212,0.9076923076923077,1.6306399216389218,0.9560439560439561,1.5559949075800057,67,1040
0.9115384615384615,1.6103713063642529,0.8846153846153846,1.6303396183695302,0.9560439560439561,1.5559949075800057,68,1040
0.9173076923076923,1.6090492170074886,0.9,1.6275558076770131,0.9560439560439561,1.5559949075800057,69,1040
0.9134615384615384,1.6073887201282662,0.8923076923076924,1.6269373292396967,0.9560439560439561,1.5559949075800057,70,1040
0.9134615384615384,1.606003976869208,0.9076923076923077,1.6236009965929206,0.9560439560439561,1.5559949075800057,71,1040
0.9144230769230769,1.6047493764322336,0.8846153846153846,1.6242219364479613,0.9560439560439561,1.5559949075800057,72,1040
0.9163461538461538,1.6035481853974005,0.8923076923076924,1.6222980495480175,0.9560439560439561,1.5559949075800057,73,1040
0.9153846153846154,1.6025392019268196,0.8846153846153846,1.6212847028627433,0.9560439560439561,1.5559949075800057,74,1040
0.9153846153846154,1.6016877079032723,0.8923076923076924,1.6199298498528798,0.9560439560439561,1.5559949075800057,75,1040
0.9153846153846154,1.6010710694332884,0.8923076923076924,1.6196282580892767,0.9560439560439561,1.5559949075800057,76,1040
0.9173076923076923,1.6004856117683532,0.8846153846153846,1.6195227617360484,0.9560439560439561,1.5559949075800057,77,1040
0.9182692307692307,1.6001721291162179,0.9,1.6185088646765258,0.9560439560439561,1.5559949075800057,78,1040
0.9182692307692307,1.600168932645855,0.8923076923076924,1.6201836993422227,0.9560439560439561,1.5559949075800057,79,1040
0.9192307692307692,1.6010427278729262,0.9,1.6221977745122864,0.9560439560439561,1.5559949075800057,80,1040
0.9125,1.6040866212064655,0.8846153846153846,1.6298419589870854,0.9560439560439561,1.5559949075800057,81,1040
0.9125,1.6111345342331096,0.9,1.6371014239474153,0.9560439560439561,1.5559949075800057,82,1040
