,train_acc,train_cost,test_acc,test_cost,step,n_train
25,0.4900000000000001,1.9863894578359578,0.48638754325259514,1.9861687739318408,26,10000
26,0.48997938144329894,1.9868505241208996,0.4352110726643599,1.9832742738155513,27,10000
27,0.48901030927835054,1.986305331169344,0.4363391003460208,1.9843921702167777,28,10000
28,0.48990721649484537,1.9865489911752283,0.4937508650519031,1.9848974038168905,29,10000
29,0.49384536082474234,1.9866304954991085,0.49970934256055366,1.9830119853808252,30,10000
30,0.49330927835051547,1.986298320194637,0.5087612456747405,1.986606836794393,31,10000
31,0.49251546391752576,1.986850513719404,0.5281107266435987,1.9820418216305327,32,10000
32,0.4928659793814433,1.987157252239819,0.5122214532871973,1.986825319913124,33,10000
33,0.4930000000000001,1.9864649418868499,0.525280276816609,1.9879608533893423,34,10000
34,0.4957422680412372,1.9865353264370762,0.4695432525951557,1.9835294433739752,35,10000
35,0.49046391752577323,1.986567315108471,0.4369273356401384,1.9867612139436601,36,10000
36,0.4898247422680413,1.9869431443347527,0.5441522491349482,1.987020505412563,37,10000
37,0.49626804123711343,1.9865403715191174,0.44786851211072665,1.9840495993616245,38,10000
38,0.49217525773195875,1.9867579850959258,0.4637301038062283,1.9830525490057662,39,10000
39,0.49371134020618557,1.9862969279051068,0.5041799307958477,1.9826542802648026,40,10000
40,0.49296907216494845,1.9869862148419302,0.47711418685121104,1.9854090513477747,41,10000
41,0.49226804123711343,1.9867114328835314,0.5033771626297577,1.9842581130780734,42,10000
42,0.49486597938144333,1.9870365752170498,0.47956401384083047,1.9833456170724475,43,10000
43,0.4930927835051547,1.9865952629748314,0.500878892733564,1.9864051004242418,44,10000
44,0.49318556701030936,1.9865145455998667,0.45845674740484427,1.9853680542920273,45,10000
45,0.49561855670103094,1.986809225749109,0.44789619377162626,1.981601968947179,46,10000
46,0.4898041237113402,1.9868841768064895,0.5258961937716263,1.9835591878824066,47,10000
47,0.49386597938144333,1.9868026656663427,0.48683044982698964,1.987537828522406,48,10000
48,0.49450515463917527,1.9871376889520724,0.47323183391003454,1.9851712998157633,49,10000
49,0.4936907216494845,1.9868638515404973,0.5144429065743945,1.9836157038425322,50,10000
50,0.4942371134020619,1.9865313843072576,0.45584083044982693,1.9861002177590497,51,10000
51,0.4936494845360825,1.9864100360292485,0.5062006920415225,1.9856367489841034,52,10000
52,0.4941030927835052,1.986255780795592,0.43525259515570935,1.9868192752534375,53,10000
53,0.4940309278350516,1.9870938860761451,0.4764567474048442,1.9832784794821179,54,10000
54,0.4883917525773196,1.9866483252254217,0.5160622837370242,1.9826021539471679,55,10000
55,0.49397938144329895,1.9863573850106107,0.4771903114186852,1.9851191519431364,56,10000
56,0.49251546391752576,1.986567774652855,0.5476124567474048,1.9862392383677108,57,10000
57,0.4918453608247423,1.9869251928148453,0.5001107266435987,1.9828989894820377,58,10000
58,0.492319587628866,1.9870320972071072,0.4866920415224913,1.9854765580931764,59,10000
59,0.4942371134020619,1.9863750503267414,0.4879377162629757,1.9858206144355017,60,10000
60,0.4929278350515464,1.9863637055737247,0.45577162629757784,1.983962397396696,61,10000
61,0.4912268041237113,1.986446683279221,0.43600692041522493,1.986088752444553,62,10000
62,0.49089690721649487,1.9866437593483128,0.49391695501730104,1.9839483141510148,63,10000
63,0.49293814432989697,1.9866103940000839,0.4693702422145329,1.9863216845020049,64,10000
64,0.49142268041237114,1.986981848538047,0.48709342560553637,1.9853472424984655,65,10000
65,0.48990721649484537,1.9867386371668825,0.4909065743944637,1.98451619666673,66,10000
66,0.49294845360824746,1.98631967889926,0.5531487889273358,1.9862476868083785,67,10000
67,0.49106185567010313,1.98646133952878,0.5078200692041522,1.9852923324681915,68,10000
68,0.49158762886597934,1.986443924662925,0.445681660899654,1.9857966406141054,69,10000
69,0.4897938144329897,1.986579226156022,0.5074463667820069,1.9858327184872602,70,10000
70,0.49324742268041244,1.986439460348976,0.482083044982699,1.9848385863762605,71,10000
71,0.49616494845360826,1.9866334278453304,0.5113079584775087,1.9835936080923318,72,10000
72,0.49158762886597945,1.986109397802611,0.4976608996539792,1.984537901144983,73,10000
73,0.4958556701030928,1.9862838083641312,0.4727404844290657,1.982027738276452,74,10000
74,0.4915257731958763,1.9864959730077654,0.5188373702422144,1.983263688324974,75,10000
75,0.49320618556701035,1.9863446584168245,0.4439377162629757,1.9870249364651633,76,10000
76,0.49201030927835043,1.986748414314692,0.44325951557093424,1.9846992162125099,77,10000
77,0.4928041237113402,1.9866699007058837,0.4328304498269896,1.9871305654785536,78,10000
78,0.4940824742268041,1.9863782018939644,0.515681660899654,1.9825884682495376,79,10000
79,0.495639175257732,1.986612418762114,0.4689273356401384,1.985276173050263,80,10000
80,0.4956701030927836,1.986352802290577,0.4030657439446367,1.9875566508449065,81,10000
81,0.49587628865979383,1.9867197904212452,0.5374948096885813,1.9847525100113628,82,10000
82,0.4964432989690721,1.9864778476872675,0.5049757785467128,1.9839815241059635,83,10000
83,0.4985876288659794,1.9863324200101597,0.46205536332179925,1.9861222772098752,84,10000
84,0.49561855670103094,1.9863461148586676,0.5350449826989621,1.9860726821623742,85,10000
85,0.5014329896907216,1.9866342861561241,0.4858685121107266,1.9838917212242024,86,10000
86,0.5010721649484536,1.986401300847597,0.4604567474048443,1.98413054100097,87,10000
87,0.5008659793814433,1.9863926906181588,0.45448442906574393,1.983173529314538,88,10000
88,0.49912371134020617,1.9865094517657005,0.48471972318339096,1.9847961242656345,89,10000
89,0.4984536082474227,1.9863161162582508,0.5070034602076126,1.9845854981104012,90,10000
90,0.500618556701031,1.9865906322585087,0.4390449826989619,1.984869508822455,91,10000
91,0.498278350515464,1.986334011167376,0.4870726643598616,1.9840944055259593,92,10000
92,0.4982164948453609,1.9865126165085203,0.5094948096885814,1.985704488247714,93,10000
93,0.4978556701030928,1.9863610586072813,0.5056124567474048,1.9849831890534304,94,10000
94,0.4972268041237113,1.9862503603248383,0.4556608996539792,1.9849765592238473,95,10000
95,0.49968041237113403,1.9865898722807567,0.4649480968858131,1.984926768484748,96,10000
96,0.4991030927835052,1.9863918620125995,0.42116262975778546,1.986565318298715,97,10000
97,0.49842268041237114,1.9864310058138321,0.40544636678200696,1.9853328006415212,98,10000
98,0.4981546391752577,1.986268469606692,0.4823667820069204,1.982614306935956,99,10000
99,0.500381443298969,1.9862656585638838,0.500484429065744,1.985133731136419,100,10000
