train_acc,train_cost,val_acc,val_cost
0.6364100165107319,1.8517847932923048,0.7910162601626015,1.72863789541975
0.8241018161805173,1.690930144782168,0.8443414634146342,1.6620747487653924
0.8517339020363235,1.653028019968073,0.8593658536585366,1.6386433840646537
0.8642003302146393,1.6351575898887567,0.861951219512195,1.63297432998008
0.8704108420473307,1.6231971093910658,0.8793089430894309,1.6154943171307403
0.875408915795267,1.6126990776850092,0.8784959349593495,1.6116785107103204
0.8794320308200332,1.6093305165968377,0.878829268292683,1.6081648133963735
0.8816697853604845,1.6026084561487637,0.8888536585365854,1.5970547986904908
0.8840770500825539,1.5978286549405534,0.8837886178861788,1.5960593425503384
0.8853059988992846,1.5951384036172949,0.8914796747967481,1.593803456061707
0.8867220693450742,1.5923621284103282,0.8895609756097561,1.5888031274234065
0.8883280132085855,1.5884741786502337,0.8877479674796747,1.589278043976284
0.8894174463401212,1.5869110674008453,0.8896016260162601,1.588982435731225
0.8900886075949367,1.584821769370887,0.8901626016260162,1.5835718234014575
0.8915319207484864,1.5828196202044158,0.8921219512195121,1.5808368136198532
0.8926408915795266,1.5811000618977638,0.8971869918699187,1.5816601223689084
0.8934636763896535,1.579261495210318,0.891081300813008,1.5811049265951096
0.894424600990644,1.5778513299993344,0.8985853658536586,1.5788374505710214
0.89428866263071,1.5770918946980652,0.8984390243902439,1.5744516530248485
0.8948219592735278,1.574296430674935,0.8928943089430894,1.5764342114784655
0.8961232801320859,1.574838321993481,0.8932682926829268,1.5764556221151984
0.8962000550357735,1.5731288198839848,0.8976666666666666,1.5748406023820938
0.8964711062190426,1.5728788963937352,0.9002926829268293,1.571771423530097
0.8968013208585579,1.5719809404102865,0.8991056910569105,1.5741422899548383
0.8972028068244362,1.5702024283936054,0.9032520325203252,1.569854512537676
0.8975335718216843,1.5702140271140237,0.9025853658536586,1.5695392102690986
0.8974636763896534,1.5696095818795228,0.8972276422764227,1.570218133923401
0.8983040726472207,1.5674047132423932,0.904439024390244,1.5702763983707868
0.898003026967529,1.5667034511333662,0.8961869918699186,1.5684769785859014
0.8986697853604845,1.5659016920776485,0.8976666666666666,1.568559272958983
0.8990129334067143,1.5668500218990509,0.9002926829268293,1.565334251554927
0.8994290038525041,1.5655620596014317,0.8983333333333333,1.5667717198497657
0.8990434782608696,1.5647576978018152,0.8994390243902438,1.568026981223421
0.899417446340121,1.5646471023389876,0.8981463414634147,1.566385071854474
0.8995390753990093,1.5629584648474384,0.9011463414634148,1.562564637173841
0.8993811227297744,1.5624705693042436,0.902959349593496,1.5635625152990666
0.899791689598239,1.5632047871702095,0.9006666666666666,1.5665015759594574
0.8999623004953221,1.5638203215372926,0.898479674796748,1.566688628397113
0.9006997798569071,1.5611270468696896,0.9042113821138212,1.5623143543233688
0.8999378095762245,1.5603965752244786,0.9035853658536585,1.563714604640312
0.899973858007705,1.5622055522578175,0.9003333333333333,1.5628922369841298
0.9009683544303796,1.5602989899642252,0.9017723577235772,1.5620497046215711
0.9006144744083656,1.5595124872627928,0.9047723577235772,1.5611121589940506
0.9016301596037428,1.560523625263452,0.9028130081300813,1.560289774802024
0.901172261970281,1.559211461677496,0.902918699186992,1.559026415066901
0.9011769400110072,1.557796321541939,0.9035853658536585,1.5587600997408568
0.9013838745184372,1.5581192623899738,0.9088780487804878,1.560074066002236
0.9012493120528344,1.558735123012071,0.9042926829268292,1.5605756754218547
0.9018057237204185,1.55793112026109,0.9045853658536588,1.5579355649553293
0.90135910842047,1.556925769257295,0.90214634146341,1.5586578090984629
0.8992734400000001,1.550943,0.90275668,1.577248
0.90123243,1.569092,0.90120106,1.557187
0.90048878,1.559431,0.90251599,1.554347
0.90003544,1.565257,0.90215862,1.564684
0.89853046,1.577227,0.8997832,1.57957
0.89853038,1.557479,0.90237499,1.557262
0.89819748,1.562311,0.8957079400000001,1.570164
0.900945,1.572667,0.89656786,1.572849
0.90004379,1.556864,0.89536182,1.557129
0.90040745,1.552309,0.8976026400000001,1.571846
0.8980699900000001,1.558693,0.8981094199999999,1.561033
0.90129769,1.554837,0.89717079,1.568969
0.9008303,1.577891,0.9016299,1.569006
0.8987219500000001,1.574244,0.89785403,1.566073
0.8986181999999999,1.569002,0.8972474800000001,1.552709
0.89862358,1.576144,0.89934157,1.575059
0.89903442,1.57411,0.8961273900000001,1.559623
0.8997841699999999,1.555597,0.90141758,1.555596
0.89946861,1.576777,0.89559641,1.551223
0.89899018,1.56618,0.9028951,1.567727
0.9000803,1.574223,0.90117796,1.570327
0.89847428,1.576883,0.8965897300000001,1.550498
0.89899329,1.55954,0.89504418,1.565363
0.89924563,1.553302,0.90152369,1.556795
0.89955064,1.556838,0.9006548600000001,1.569355
0.9006696,1.562813,0.90083206,1.555231
0.89867889,1.57454,0.90117016,1.570728
0.8997484,1.575822,0.89559236,1.561602
0.9000142099999999,1.550209,0.89786773,1.578102
0.89815793,1.565322,0.8959269500000001,1.554126
0.9000656499999999,1.562522,0.90190483,1.560232
0.89857978,1.556663,0.89998639,1.553404
0.8982211800000001,1.553596,0.89764718,1.577741
0.90122621,1.560128,0.89550847,1.57632
0.90128315,1.578287,0.8974878599999999,1.557738
0.90074855,1.559696,0.89760147,1.5698
0.89903569,1.565564,0.90083685,1.574517
0.8983320899999999,1.571091,0.90010046,1.566656
0.90032639,1.560909,0.9020977,1.56589
0.89949652,1.579153,0.8987777199999999,1.557256
0.89841493,1.578873,0.89595675,1.552793
0.8996836,1.557553,0.9007059599999999,1.576916
0.89811692,1.564917,0.90108628,1.577013
0.90109169,1.559026,0.89949022,1.568993
0.89887985,1.558545,0.90116774,1.560171
0.90025258,1.551107,0.8989503600000001,1.560476
0.89905982,1.568287,0.8991818600000001,1.571779
0.89976823,1.56508,0.89842033,1.576913
0.89985881,1.551544,0.8952033500000001,1.576613
0.9002225799999999,1.541107,0.89995036,1.540476
