Alpha,Cost,Accuracy
0.0,1.5335028589107866,91.18123986528627
0.1,1.533650361348049,91.19371335911188
0.2,1.533813119055647,91.18123986528627
0.3,1.533991121327637,91.24360733441436
0.4,1.5341843573313205,91.18123986528627
0.5,1.5343928161143405,91.26855432206561
0.6,1.534616486611086,91.23113384058875
0.7,1.5348553576483956,91.30597480354247
0.8,1.5351094179505522,91.19371335911188
0.9,1.535378656143562,91.11887239615817
1.0,1.5356630607587258,90.90682300112262
